key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-433008103,Guideline for reporting systematic reviews of outcome measurement instruments (OMIs): PRISMA-COSMIN for OMIs 2024,2024,NA,NA,Journal of Clinical Epidemiology,8954356,173,NA,,"Elsman, Ellen B.M. and Mokkink, Lidwine Brigitta and Terwee, Caroline Barbara and Beaton, Dorcas E. and Gagnier, Joel Joseph and Tricco, Andrea C. and Baba, Ami and Butcher, Nancy J. and Smith, Maureen and Hofstetter, Catherine and Lee Aiyegbusi, Olalekan and Berardi, Anna and Farmer, Julie W. and Haywood, Kirstie L. and Krause, Karolin Rose and Markham, Sarah and Mayo-Wilson, Evan and Mehdipour, Ava and Ricketts, Juanna and Szatmari, Peter and Touma, Zahi and Moher, David and Offringa, Martin",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198547289&doi=10.1016%2Fj.jclinepi.2024.111422&partnerID=40&md5=1a844b69329d26d41a864471855b3b49,English,Elsevier Inc.,,"Background and Objective: Although comprehensive and widespread guidelines on how to conduct systematic reviews of outcome measurement instruments (OMIs) exist, for example from the COSMIN (COnsensus-based Standards for the selection of health Measurement INstruments) initiative, key information is often missing in published reports. This article describes the development of an extension of the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) 2020 guideline: PRISMA-COSMIN for OMIs 2024. Methods: The development process followed the Enhancing the QUAlity and Transparency Of health Research (EQUATOR) guidelines and included a literature search, expert consultations, a Delphi study, a hybrid workgroup meeting, pilot testing, and an end-of-project meeting, with integrated patient/public involvement. Results: From the literature and expert consultation, 49 potentially relevant reporting items were identified. Round 1 of the Delphi study was completed by 103 panelists, whereas round 2 and 3 were completed by 78 panelists. After 3 rounds, agreement (≥67%) on inclusion and wording was reached for 44 items. Eleven items without consensus for inclusion and/or wording were discussed at a workgroup meeting attended by 24 participants. Agreement was reached for the inclusion and wording of 10 items, and the deletion of 1 item. Pilot testing with 65 authors of OMI systematic reviews further improved the guideline through minor changes in wording and structure, finalized during the end-of-project meeting. The final checklist to facilitate the reporting of full systematic review reports contains 54 (sub)items addressing the review's title, abstract, plain language summary, open science, introduction, methods, results, and discussion. Thirteen items pertaining to the title and abstract are also included in a separate abstract checklist, guiding authors in reporting for example conference abstracts. Conclusion: PRISMA-COSMIN for OMIs 2024 consists of two checklists (full reports; abstracts), their corresponding explanation and elaboration documents detailing the rationale and examples for each item, and a data flow diagram. PRISMA-COSMIN for OMIs 2024 can improve the reporting of systematic reviews of OMIs, fostering their reproducibility and allowing end-users to appraise the quality of OMIs and select the most appropriate OMI for a specific application. Note: This paper was jointly developed by Journal of Clinical Epidemiology, Quality of Life Research, Journal of Patient Reported Outcomes, Health and Quality of Life Outcomes and jointly published by Elsevier Inc, Springer Nature Switzerland AG, and BioMed Central Ltd., part of Springer Nature. The articles are identical except for minor stylistic and spelling differences in keeping with each journal's style. Either citation can be used when citing this article. © 2024 The Author(s)","Cited by: 47; All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access | RAYYAN-INCLUSION: {""Kyle ""=>""Included""}",10.1016/j.jclinepi.2024.111422,Article; consensus; Delphi study; human; outcome assessment; practice guideline; Preferred Report...;Health Care; Research Design; Systematic Reviews as Topic,NA,
rayyan-433008104,Methods for developing and reporting living evidence synthesis,2022,NA,NA,Journal of Clinical Epidemiology,8954356,152,NA,89 - 100,"Bendersky-Kohan, Josefina and Auladell-Rispau, Ariadna and Urrùtia, Gerard and Rojas, Maria X.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140911591&doi=10.1016%2Fj.jclinepi.2022.09.020&partnerID=40&md5=76413f832157b8a85f37009a61392ed8,English,Elsevier Inc.,,"Background and Objectives: Identify currently methodological aspects proposed for planning, conducting, and reporting living evidence (LE) synthesis. Develop a preliminary checklist of key LE synthesis elements. Methods: A survey of methodological articles describing or analyzing methods for the design, conduction, or reporting of LE synthesis. Results: Twelve methodological articles were identified and analyzed. Key elements were related to: i) definition of LE and characteristics of LE synthesis, ii) methods and tools for the living process, iii) new evidence integration (methods and considerations), iv) updates dissemination and publication, v) revisiting living parameters, and vi) protocol considerations for LE synthesis. Conclusion: This survey displays basic methodological concepts that can drive the development of LE synthesis and identifies specific aspects with opportunities for development. The potential impact of the LE approach calls for a change in the current evidence synthesis updating processes to more open, collaborative, transparent, and efficient systems. LE approaches also challenge journal editors to shift toward more efficient processes for synthesis update dissemination, which minimizes the risks of reliability of published information. © 2022 Elsevier Inc.","Cited by: 13 | RAYYAN-INCLUSION: {""Kyle ""=>""Included""}",10.1016/j.jclinepi.2022.09.020,editor; human; reliability; review; synthesis; checklist; questionnaire; reproducibility; Checkli...,NA,
rayyan-433008105,Development of a reporting guideline for systematic reviews of animal experiments in the field of traditional Chinese medicine,2022,NA,NA,Journal of Evidence-Based Medicine,17565383,15,2,152 - 167,"Zhao, Bing and Hu, Kaiyan and Zeng, Xian Tao and Kwong, Joey Sum Wing and Li, Bo and Chen, Hao and Tian, Guoxiang and Xiong, Jun and Li, Zhaoxia and Niu, Junqiang and Jiao, Mingyue and Yang, Jinwei and Ding, Fengxing and Liu, Chen and Du, Liang and Zhang, Junhua and Ma, Bin",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133168981&doi=10.1111%2Fjebm.12480&partnerID=40&md5=4464aac8c8d1383055e3a123dacfa6c6,English,John Wiley and Sons Inc,,"Objective: In recent years, there are several systematic reviews published on animal experiments of Traditional Chinese medicine (TCM). PRISMA (preferred reporting items for systematic reviews and meta-analysis) guidelines provide a guarantee for significantly improving the reporting quality of systematic reviews (SRs) and meta-analysis (MAs) to a certain extent; however, there are still certain defects found in the quality of SRs/MAs of animal experiments of TCM. It has been found that especially, the descriptions of the rationale and animal characteristics of TCM interventions are inadequate. As a result, we have developed a novel reporting guideline for SRs/MAs of animal experimental in the field of TCM (PRISMA-ATCM) to overcome these problems. Methods: PRISMA-ATCM reporting guidelines were formed by analyzing both the status and quality of published SRs/MAs of animal experiments and consulting experts in the related fields, and then by Delphi consultation, consensus meeting and revision. Results: Among the 27 items on the PRISMA checklist, Title (1), Structured summary (2), Rationale (3), Objectives (4), Protocol and registration (5), Eligibility criteria (6), Data items (11), Planned methods of analysis (14), Study characteristics (18), Summary of evidence (24), Limitations (25), and Funding (27) have been extensively revised and expanded, to specifically include the details about TCM intervention and animal characteristics. In addition, illustrative examples and explanations have been provided for each item. Conclusion: PRISMA-ATCM could markedly improve the quality SRs/MAs of animal experiments in the field of TCM. © 2022 Chinese Cochrane Center, West China Hospital of Sichuan University and John Wiley & Sons Australia, Ltd.","Cited by: 7 | RAYYAN-INCLUSION: {""Kyle ""=>""Included""}",10.1111/jebm.12480,Chinese medicine; consultation; eligibility criteria; funding; human; practice guideline; Preferr...;Chinese Traditional; Publications,NA,
rayyan-433008106,Methodological standards for conducting and reporting meta-analyses: Ensuring the replicability of meta-analyses of pharmacist-led medication review,2022,NA,NA,Research in Social and Administrative Pharmacy,15517411,18,2,2259 - 2268,"Bonetti, Aline De Fátima and Tonin, Fernanda S. and Lucchetta, Rosa Camila and Pontarolo, R. and Fernandez-Llimos, Fernando",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107945403&doi=10.1016%2Fj.sapharm.2021.06.002&partnerID=40&md5=a6e2ad47103b6acc67b448b3594dcb7f,English,Elsevier Inc.,,"Background: Meta-analyses of clinical pharmacy services are frequently criticized for restricted data transparency and reproducibility. Objectives: To describe the methodological characteristics of meta-analyses of pharmacist-led medication reviews, to identify the elements that limit their replicability and robustness, and to propose recommendations for an appropriate conduction and reporting. Methods: A meta-research study was conducted. Systematic searches of the PubMed, Scopus, and Web of Science databases were performed to identify meta-analyses of pharmacist services. Meta-analyses assessing the effect of pharmacist-led medication reviews were selected for data extraction, analysis and replication. Two replication exercises were performed for the two most common outcomes: (i) considering the data provided by authors to construct the meta-analysis and (ii) considering the raw data available in the primary studies included. Prediction intervals (PI), fragility index (FI), and number needed to treat (NNT) were also calculated for each replicated meta-analysis. Results: Nine studies reporting meta-analyses about pharmacist-led medication review were found comprising 30 different outcomes. Eleven meta-analyses, including six for hospital admission and five for mortality, were replicated. In five meta-analyses, the pooled effect sizes of the replicated meta-analyses differed from the original ones. Only four meta-analyses mentioned the statistical method used. Other meta-analytic parameters (e.g., q-value, tau2) were omitted in all studies. In nine meta-analyses, the data from primary studies had been incorrectly extracted for at least one variable. The PI demonstrated that the uncertainty intervals of the effect sizes were always underestimated by the authors. NNTs showed wide intervals, ranging from benefit to harm, in almost all meta-analyses. Nine recommendations to facilitate the replication of a meta-analysis were proposed: providing all original data needed to build the analysis; informing about the imputed data or data obtained from different sources; performing sensitivity analyses for imputed or unpublished data; inform about all the statistical methods used; providing all statistical results; and reporting the PI, FI and NNT. Conclusion: Errors in data extraction and poor reporting of meta-analytic parameters are common in the pharmacy literature. We proposed nine recommendations to enhance data reproducibility and interpretability. Journal editors and peer reviewers should ensure that authors strictly comply with minimum standards for conduction and reporting of meta-analyses. © 2021 Elsevier Inc.","Cited by: 9 | RAYYAN-INCLUSION: {""Kyle ""=>""Included""}",10.1016/j.sapharm.2021.06.002,analytical parameters; article; clinical pharmacy; data extraction; editor; effect size; exercise...,NA,
rayyan-433008107,Reporting guideline for overviews of reviews of healthcare interventions: development of the PRIOR statement,2022,NA,NA,BMJ,00071447; 09598146; 17561833,378,NA,,"Gates, Michelle and Gates, Allison and Pieper, Dawid A. and Fernandes, Ricardo M. and Tricco, Andrea C. and Moher, David and Brennan, Sue E. and Li, Tianjing and Pollock, Michelle and Lunny, Carole A. and Sepúlveda, Dino and McKenzie, Joanne E. and Scott, Shannon D. and Robinson, Karen A. and Matthias, Katja and Bougioukas, Konstantinos I. and Fusar-Poli, Paolo and Whiting, Penny F. and Moss, Stephana Julia and Hartling, Lisa A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135728680&doi=10.1136%2Fbmj-2022-070849&partnerID=40&md5=5d2a87eda334a4a7b74cb24510ac642a,English,BMJ Publishing Group,,"Objective To develop a reporting guideline for overviews of reviews of healthcare interventions. Design Development of the preferred reporting items for overviews of reviews (PRIOR) statement. ParticiPants Core team (seven individuals) led day-to-day operations, and an expert advisory group (three individuals) provided methodological advice. A panel of 100 experts (authors, editors, readers including members of the public or patients) was invited to participate in a modified Delphi exercise. 11 expert panellists (chosen on the basis of expertise, and representing relevant stakeholder groups) were invited to take part in a virtual face-to-face meeting to reach agreement (≥70%) on final checklist items. 21 authors of recently published overviews were invited to pilot test the checklist. setting International consensus. interventiOn Four stage process established by the EQUATOR Network for developing reporting guidelines in health research: project launch (establish a core team and expert advisory group, register intent), evidence reviews (systematic review of published overviews to describe reporting quality, scoping review of methodological guidance and author reported challenges related to undertaking overviews of reviews), modified Delphi exercise (two online Delphi surveys to reach agreement (≥70%) on relevant reporting items followed by a virtual face-to-face meeting), and development of the reporting guideline. results From the evidence reviews, we drafted an initial list of 47 potentially relevant reporting items. An international group of 52 experts participated in the first Delphi survey (52% participation rate); agreement was reached for inclusion of 43 (91%) items. 44 experts (85% retention rate) completed the second Delphi survey, which included the four items lacking agreement from the first survey and five new items based on respondent comments. During the second round, agreement was not reached for the inclusion or exclusion of the nine remaining items. 19 individuals (6 core team and 3 expert advisory group members, and 10 expert panellists) attended the virtual face-to-face meeting. Among the nine items discussed, high agreement was reached for the inclusion of three and exclusion of six. Six authors participated in pilot testing, resulting in minor wording changes. The final checklist includes 27 main items (with 19 sub-items) across all stages of an overview of reviews. cOnclusiOns PRIOR fills an important gap in reporting guidance for overviews of reviews of healthcare interventions. The checklist, along with rationale and example for each item, provides guidance for authors that will facilitate complete and transparent reporting. This will allow readers to assess the methods used in overviews of reviews of healthcare interventions and understand the trustworthiness and applicability of their findings. © 2022 BMJ Publishing Group. All rights reserved.","Cited by: 515; All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access | RAYYAN-INCLUSION: {""Kyle ""=>""Included""}",10.1136/bmj-2022-070849,adult; checklist; consensus; Delphi study; editor; exercise; female; human; male; medical researc...,NA,
rayyan-433008108,"Implementing the 27 PRISMA 2020 Statement items for systematic reviews in the sport and exercise medicine, musculoskeletal rehabilitation and sports science fields: the PERSiST (implementing Prisma in Exercise, Rehabilitation, Sport medicine and SporTs science) guidance",2022,NA,NA,British Journal of Sports Medicine,3063674,56,4,175 - 195,"Ardern, Clare L. and Büttner, Fionn Cléirigh and Andrade, Renato and Weir, Adam and Ashe, Maureen C. and Holden, Sinead and Impellizzeri, Franco M. and Delahunt, Eamonn and Dijkstra, Hendrik Paul and Mathieson, Stephanie and Rathleff, Michael Skovdal and Reurink, Gustaaf and Sherrington, C. and Stamatakis, Emmanuel and Vicenzino, Bill Guglielmo and Whittaker, Jackie L. and Wright, Alexis A. and Clarke, Michael J. and Moher, David and Page, Matthew James and Khan, Karim Basu and Winters, Marinus",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124054232&doi=10.1136%2Fbjsports-2021-103987&partnerID=40&md5=5e36aa5303eb5106eb25faaacb6fcb1e,English,BMJ Publishing Group,,"Poor reporting of medical and healthcare systematic reviews is a problem from which the sports and exercise medicine, musculoskeletal rehabilitation, and sports science fields are not immune. Transparent, accurate and comprehensive systematic review reporting helps researchers replicate methods, readers understand what was done and why, and clinicians and policymakers implement results in practice. The Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) Statement and its accompanying Explanation and Elaboration document provide general reporting examples for systematic reviews of healthcare interventions. However, implementation guidance for sport and exercise medicine, musculoskeletal rehabilitation, and sports science does not exist. The Prisma in Exercise, Rehabilitation, Sport medicine and SporTs science (PERSiST) guidance attempts to address this problem. Nineteen content experts collaborated with three methods experts to identify examples of exemplary reporting in systematic reviews in sport and exercise medicine (including physical activity), musculoskeletal rehabilitation (including physiotherapy), and sports science, for each of the PRISMA 2020 Statement items. PERSiST aims to help: (1) systematic reviewers improve the transparency and reporting of systematic reviews and (2) journal editors and peer reviewers make informed decisions about systematic review reporting quality. © Author(s) (or their employer(s)) 2022. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.","Cited by: 308; All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access | RAYYAN-INCLUSION: {""Kyle ""=>""Included""}",10.1136/bjsports-2021-103987,article; editor; exercise; human; meta analysis; physical activity; physiotherapy; Preferred Repo...,NA,
rayyan-433008109,PRISMA-S: An extension to the PRISMA statement for reporting literature searches in systematic reviews,2021,NA,NA,Journal of the Medical Library Association,15365050,109,2,174 - 200,"Rethlefsen, Melissa Lyle and Kirtley, Shona and Waffenschmidt, Siw and Ayala, A. Patricia and Moher, David and Page, Matthew James and Koffel, Jonathan B. and Blunt, Heather B. and Brigham, Tara J. and Chang, Steven and Clark, Justin Michael and Conway, Aislinn and Couban, Rachel J. and de Kock, Shelley K. and Farrah, Kelly and Fehrmann, Paul and Foster, Margaret J. and Fowler, Susan A. and Glanville, Julie M. and Harris, Elizabeth V. and Hoffecker, Lilian Takahashi and Isojärvi, Jaana and Kaunelis, David and Ket, Hans C.F.F. and Levay, Paul and Lyon, Jennifer A. and McGowan, Jessie L. and Murad, Mohammad Hassan and Nicholson, Joey and Pannabecker, Virginia and Paynter, Robin A. and Pinotti, Rachel and Ross-White, Amanda and Sampson, Margaret and Shields, Tracy C. and Stevens, Adrienne L. and Sutton, Anthea and Weinfurter, Elizabeth and Wright, Kath and Young, Sarah",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111160040&doi=10.5195%2Fjmla.2021.962&partnerID=40&md5=16a373b831e3f2a767f07d2a5491a8d5,English,Medical Library Association,,"Background: Literature searches underlie the foundations of systematic reviews and related review types. Yet, the literature searching component of systematic reviews and related review types is often poorly reported. Guidance for literature search reporting has been diverse and, in many cases, does not offer enough detail to authors who need more specific information about reporting search methods and information sources in a clear, reproducible way. This document presents the PRISMA-S (Preferred Reporting Items for Systematic reviews and Meta-Analyses literature search extension) checklist, and explanation and elaboration. Methods: The checklist was developed using a three-stage Delphi survey process, followed by a consensus conference and public review process. Results: The final checklist includes sixteen reporting items, each of which is detailed with exemplar reporting and rationale. Conclusions: The intent of PRISMA-S is to complement the PRISMA Statement and its extensions by providing a checklist that could be used by interdisciplinary authors, editors, and peer reviewers to verify that each component of a search is completely reported and, therefore, reproducible. © 2021, Medical Library Association. All rights reserved.","Cited by: 132; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access | RAYYAN-INCLUSION: {""Kyle ""=>""Included""}",10.5195/jmla.2021.962,article; Delphi study; editor; human; information retrieval; Preferred Reporting Items for System...,NA,
rayyan-433008110,The PRISMA 2020 statement: An updated guideline for reporting systematic reviews,2021,NA,NA,BMJ,00071447; 09598146; 17561833,372,NA,,"Page, Matthew James and McKenzie, Joanne E. and Bossuyt, Patrick M. and Boutron, Isabelle and Hoffmann, Tammy C. and Mulrow, Cynthia D. and Shamseer, Larissa and Tetzlaff, Jennifer M. and Akl, Elie A. and Brennan, Sue E. and Chou, Roger and Glanville, Julie M. and Grimshaw, Jeremy M. and Hróbjartsson, Asbjørn and Lalu, Manoj Mathew and Li, Tianjing and Loder, Elizabeth W. and Mayo-Wilson, Evan and McDonald, Steve J. and McGuinness, Luke Aidan and Stewart, Lesley Anne and Thomas, James A. and Tricco, Andrea C. and Welch, Vivian A. and Whiting, Penny F. and Moher, David",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103451714&doi=10.1136%2Fbmj.n71&partnerID=40&md5=49c5ef27370482ddea12d58be5788acb,English,BMJ Publishing Group,,"The Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) statement, published in 2009, was designed to help systematic reviewers transparently report why the review was done, what the authors did, and what they found. Over the past decade, advances in systematic review methodology and terminology have necessitated an update to the guideline. The PRISMA 2020 statement replaces the 2009 statement and includes new reporting guidance that reflects advances in methods to identify, select, appraise, and synthesise studies. The structure and presentation of the items have been modified to facilitate implementation. In this article, we present the PRISMA 2020 27-item checklist, an expanded checklist that details reporting recommendations for each item, the PRISMA 2020 abstract checklist, and the revised flow diagrams for original and updated reviews. ©","Cited by: 69854; All Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access | RAYYAN-INCLUSION: {""Kyle ""=>""Included""}",10.1136/bmj.n71,human; meta analysis; nomenclature; Preferred Reporting Items for Systematic Reviews and Meta-Ana...,NA,
rayyan-433008111,"Preferred reporting items for journal and conference abstracts of systematic reviews and meta-analyses of diagnostic test accuracy studies (PRISMA-DTA for Abstracts): Checklist, explanation, and elaboration",2021,NA,NA,BMJ,00071447; 09598146; 17561833,372,NA,,"Cohen, Jérémie F. and Deeks, Jonathan J. and Hooft, L. ’t and Salameh, Jean Paul J. and Korevaar, Daniël Arnoldus and Gatsonis, Constantine A. and Hopewell, Sally and Hunt, Harriet A. and Hyde, Christopher J. and Leeflang, Mariska M.G. and MACASKILL, PETRA and McGrath, Trevor Adam and Moher, David and Reitsma, Johannes Bernardus R. and Rutjes, Anne W.S. and Takwoingi, Yemisi and Tonelli, Marcello A. and Whiting, Penny F. and Willis, Brian H. and Thombs, Brett D. and Bossuyt, Patrick M. and McInnes, Matthew D.F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102807144&doi=10.1136%2Fbmj.n265&partnerID=40&md5=839557284d91bdb8ace0f3ef27a1fd09,English,BMJ Publishing Group,,"For many users of the biomedical literature, abstracts may be the only source of information about a study. Hence, abstracts should allow readers to evaluate the objectives, key design features, and main results of the study. Several evaluations have shown deficiencies in the reporting of journal and conference abstracts across study designs and research fields, including systematic reviews of diagnostic test accuracy studies. Incomplete reporting compromises the value of research to key stakeholders. The authors of this article have developed a 12 item checklist of preferred reporting items for journal and conference abstracts of systematic reviews and meta-analyses of diagnostic test accuracy studies (PRISMA-DTA for Abstracts). This article presents the checklist, examples of complete reporting, and explanations for each item of PRISMA-DTA for Abstracts. © 2021 BMJ Publishing Group. All rights reserved.","Cited by: 65; All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access | RAYYAN-INCLUSION: {""Kyle ""=>""Included""}",10.1136/bmj.n265,article; checklist; diagnostic accuracy; diagnostic test accuracy study; human; systematic review,NA,
rayyan-433008112,"PRISMA extension for moxibustion 2020: recommendations, explanation, and elaboration",2020,NA,NA,Systematic Reviews,,9,1,,"Zhang, Xuan and Tian, Ran and Lam, Waiching and Cheng, Chungwah and Yao, Liang and Wang, Xiaoqin and Li, Siyao and Aixinjueluo, Qi Ying and Yang, Kehu and Shang, Hongcai and Wu, Taixiang and Lyu, Aiping and Bian, Zhaoxiang",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093934302&doi=10.1186%2Fs13643-020-01502-7&partnerID=40&md5=67866db018ffa560d880d2583574b533,English,BioMed Central Ltd info@biomedcentral.com,,"Background: Moxibustion is a common intervention of Chinese medicine (CM). Systematic reviews (SRs) on moxibustion are increasing. Although the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) statement provides guidelines for SRs, the quality of moxibustion-related SRs is still not satisfactory. In particular, descriptions of the interventions and the rationale for using moxibustion are insufficient. To address these inadequacies, the working group developed this PRISMA extension for reporting SRs of moxibustion (PRISMA-M 2020). Methods: A group of CM clinical professionals, methodologists of SRs, reporting guideline developers, and journal editors developed this PRISMA-M 2020 through a comprehensive process that includes registration, literature review, consensus meetings, Delphi exercises for soliciting comments, and revision, resulting in this final draft. Results: Seven of the 27 PRISMA checklist items, namely title (1), rationale (3), eligibility criteria (6), data item (11), additional analyses (16), study characteristics (18), and additional analysis (23), were extended, with specific reference to the application of moxibustion. Illustrative examples and explanations for each item are provided. Conclusion: The PRISMA-M 2020 will help improve the reporting quality of SRs with moxibustion. Systematic review registration: We have registered it on the EQUATOR (Enhancing the QUAlity and Transparency Of health Research) network, particularly under the item of PRISMA-TCM: http://www.equator-network.org/library/reporting-guidelines-under-development/reporting-guidelines-under-development-for-systematic-reviews/#65. © 2020, The Author(s).","Cited by: 12; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access | RAYYAN-INCLUSION: {""Kyle ""=>""Included""}",10.1186/s13643-020-01502-7,article; Chinese medicine; editor; exercise; human; medical research; meta analysis; moxibustion;...,NA,
rayyan-433008113,Synthesis without meta-analysis (SWiM) in systematic reviews: Reporting guideline,2020,NA,NA,BMJ,00071447; 09598146; 17561833,368,NA,,"Campbell, Mhairi and McKenzie, Joanne E. and Sowden, A. J. and Vittal Katikireddi, S. Vittal and Brennan, Sue E. and Ellis, Simon and Hartmann-Boyce, Jamie and Ryan, Rebecca E. and Shepperd, Sasha L. and Thomas, James A. and Welch, Vivian A. and Thomson, Hilary J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077941623&doi=10.1136%2Fbmj.l6890&partnerID=40&md5=69ae2daf7cec792a1449755988f1c96a,English,BMJ Publishing Group subscriptions@bmjgroup.com,,"In systematic reviews that lack data amenable to meta-analysis, alternative synthesis methods are commonly used, but these methods are rarely reported. This lack of transparency in the methods can cast doubt on the validity of the review findings. The Synthesis Without Meta-analysis (SWiM) guideline has been developed to guide clear reporting in reviews of interventions in which alternative synthesis methods to meta-analysis of effect estimates are used. This article describes the development of the SWiM guideline for the synthesis of quantitative data of intervention effects and presents the nine SWiM reporting items with accompanying explanations and examples. © 2019 Published by the BMJ Publishing Group Limited.","Cited by: 2699; All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access | RAYYAN-INCLUSION: {""Kyle ""=>""Included""}",10.1136/bmj.l6890,article; human; meta analysis; quantitative analysis; synthesis; systematic review; validity; mea...;Statistical; Humans; Meta-Analysis as Topic; Outcome Assessment;Health Care; Research Design; Systematic Reviews as Topic,NA,
