key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-433008584,STORIES statement: publication standards for healthcare education evidence synthesis.,2014,9,3,BMC medicine,1741-7015 (Electronic),12,NA,143,Gordon M and Gibbs T,https://pubmed.ncbi.nlm.nih.gov/25190085/,eng,,England,"BACKGROUND: Evidence synthesis techniques in healthcare education have been enhanced through the activities of experts in the field and the Best Evidence Medical Education (BEME) collaborative. Despite this, significant heterogeneity in techniques and reporting of healthcare education systematic review still exist and limit the usefulness of such reports. The aim of this project was to produce the STORIES (STructured apprOach to the Reporting In healthcare education of Evidence Synthesis) statement to offer a guide for reporting evidence synthesis in health education for use by authors and journal editors. METHODS: A review of existing published evidence synthesis consensus statements was undertaken. A modified Delphi process was used. In stage one, expert participants were asked to state whether common existing items identified were relevant, to suggest relevant texts and specify any items they feel should be included. The results were analysed and a second stage commenced where all synthesised items were presented and participants asked to state whether they should be included or amend as needed. After further analysis, the full statement was sent for final review and comment. RESULTS: Nineteen experts participated in the panel from 35 invitations. Thirteen text sources were proposed, six existing items amended and twelve new items synthesised. After stage two, 25 amended consensus items were proposed for inclusion. The final statement contains several items unique to this context, including description of relevant conceptual frameworks or theoretical constructs, description of qualitative methodologies with rationale for their choice and presenting the implications for educators in practice of the results obtained. CONCLUSIONS: An international expert panel has agreed upon a consensus statement of 25 items for the reporting of evidence synthesis within healthcare education. This unique set of items is focused on context, rather than a specific methodology. This statement can be used for those writing for publication and reviewing such manuscripts to ensure reporting supports and best informs the wider healthcare education community.",,10.1186/s12916-014-0143-0,"Education, Medical/*standards;Health Education/*standards;Humans;Publications/*standards;Publishing/standards",25190085,PMC4243720
rayyan-433008585,The PRISMA extension for network meta-analysis: bringing clarity and guidance to the reporting of systematic reviews incorporating network meta-analyses.,2015,6,2,Annals of internal medicine,1539-3704 (Electronic),162,11,797-8,Cornell JE,https://pubmed.ncbi.nlm.nih.gov/26030637/,eng,,United States,,,10.7326/M15-0930,*Checklist;Humans;*Meta-Analysis as Topic;Publishing/*standards;*Review Literature as Topic,26030637,
rayyan-433008586,Preferred Reporting Items for Systematic Review and Meta-Analyses of individual participant data: the PRISMA-IPD Statement.,2015,4,28,JAMA,1538-3598 (Electronic),313,16,1657-65,Stewart LA and Clarke M and Rovers M and Riley RD and Simmonds M and Stewart G and Tierney JF,https://pubmed.ncbi.nlm.nih.gov/25919529/,eng,,United States,"IMPORTANCE: Systematic reviews and meta-analyses of individual participant data (IPD) aim to collect, check, and reanalyze individual-level data from all studies addressing a particular research question and are therefore considered a gold standard approach to evidence synthesis. They are likely to be used with increasing frequency as current initiatives to share clinical trial data gain momentum and may be particularly important in reviewing controversial therapeutic areas. OBJECTIVE: To develop PRISMA-IPD as a stand-alone extension to the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) Statement, tailored to the specific requirements of reporting systematic reviews and meta-analyses of IPD. Although developed primarily for reviews of randomized trials, many items will apply in other contexts, including reviews of diagnosis and prognosis. DESIGN: Development of PRISMA-IPD followed the EQUATOR Network framework guidance and used the existing standard PRISMA Statement as a starting point to draft additional relevant material. A web-based survey informed discussion at an international workshop that included researchers, clinicians, methodologists experienced in conducting systematic reviews and meta-analyses of IPD, and journal editors. The statement was drafted and iterative refinements were made by the project, advisory, and development groups. The PRISMA-IPD Development Group reached agreement on the PRISMA-IPD checklist and flow diagram by consensus. FINDINGS: Compared with standard PRISMA, the PRISMA-IPD checklist includes 3 new items that address (1) methods of checking the integrity of the IPD (such as pattern of randomization, data consistency, baseline imbalance, and missing data), (2) reporting any important issues that emerge, and (3) exploring variation (such as whether certain types of individual benefit more from the intervention than others). A further additional item was created by reorganization of standard PRISMA items relating to interpreting results. Wording was modified in 23 items to reflect the IPD approach. CONCLUSIONS AND RELEVANCE: PRISMA-IPD provides guidelines for reporting systematic reviews and meta-analyses of IPD.",,10.1001/jama.2015.3656,"Checklist;Data Interpretation, Statistical;*Guidelines as Topic;*Meta-Analysis as Topic;*Publishing/standards;Random Allocation;Research Subjects;*Systematic Reviews as Topic",25919529,
rayyan-433008587,Improving the quality of reports of meta-analyses of randomised controlled trials: The QUOROM statement,2000,12,1,ONKOLOGIE,0378-584X,23,6,597-602,"Moher, D and Cook, DJ and Eastwood, S and Olkin, I and Rennie, D and Stroup, DF and Grp, QUOROM",,English,KARGER,"ALLSCHWILERSTRASSE 10, CH-4009 BASEL, SWITZERLAND","Background: The Quality of Reporting of Meta-analyses (QUOROM) conference was convened to address standards for improving the quality of reporting of meta-analyses of clinical randomised controlled trials (RCTs). Methods: The QUOROM group consisted of 30 clinical epidemiologists, clinicians, statisticians, editors, and researchers. In conference, the group was asked to identify items they thought should be included in a checklist of standards. Whenever possible, checklist items were guided by research evidence suggesting that failure to adhere to the item proposed could lead to biased results. A modified Delphi technique was used in assessing candidate items. Findings: The conference resulted in the QUOROM statement, a checklist, and a flow diagram. The checklist describes our preferred way to present the abstract, introduction, methods, results, and discussion sections of a report of a meta-analysis. It is organised into 21 headings and subheadings regarding searches, selection, validity assessment, data abstraction, study characteristics, and quantitative data synthesis, and in the results with ``trial flow{''} study characteristics, and quantitative data synthesis; research documentation was identified for eight of the 18 items. The now diagram provides information about both the numbers of RCTs identified, included, and excluded and the reasons for exclusion of trials. Interpretation: We hope this report will generate further thought about ways to improve the quality of reports of meta-analyses of RCTs and that interested readers, reviewers, re searchers, and editors will use the QUOROM statement and generate ideas for its improvement.",,10.1159/000055014,,NA,
rayyan-433008588,[Standard establishment and item list for conducting and reporting rapid review in traditional Chinese medicine].,2024,11,1,Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese           materia medica,1001-5302 (Print),49,21,5951-5957,Li MM and Wang WY and Li YJ and Zhao H and Liao X,https://pubmed.ncbi.nlm.nih.gov/39701805/,chi,,China,"This study aims to establish the standard items for conducting and reporting rapid review(RR) in traditional Chinese medicine(TCM) and promote the RR transparency in TCM. First, the basic standard items of conducting and reporting RR were reviewed, on the basis of which the basic RR implementation methods and steps were summarized. The initial item pool of RR implementation and reporting standards in TCM was established with the Delphi method. According to the identified items, two rounds of expert consultation were carried out. In the first round of expert consultation, experts judged the importance of each item in the RR implementation and reporting process and gave the corresponding weight score. According to the results in the first round of expert consultation, the relevant items were modified for the second round of expert consultation, in which experts were invited to score the importance of each item with consideration to the results from the first round. According to the results from preliminary research and expert consultation, the standard for conducting and reporting RR in TCM was formed. After two rounds of consultation, 12 first-level items and 24 second-level items were included. These items involved need positioning and working group establishment, research problem summarization, protocol formulation, literature retrieval, research screening, data extraction, methodological quality evaluation or risk of bias assessment, evidence organization, evidence assessment and grading, research report writing, RR product dissemination, post-effect evaluation and other fields. This study established the standard for conducting and reporting RR in TCM, which can be used as a reference for the RR methodology in TCM and provide evidence support for decision makers.",,10.19540/j.cnki.cjcmm.20240712.501,"*Medicine, Chinese Traditional/standards;Humans;Research Design/standards",39701805,
rayyan-433008589,Systematic Review Checklist: A Standardized Technique for Assessing and Reporting Reviews of Life Cycle Assessment Data.,2012,4,1,Journal of industrial ecology,1088-1980 (Print),16,NA,S12-S21,Zumsteg JM and Cooper JS and Noon MS,https://pubmed.ncbi.nlm.nih.gov/26069437/,eng,,United States,"Systematic review, including meta-analysis, is increasingly utilized in life cycle assessment (LCA). There are currently no widely recognized guidelines for designing, conducting, or reporting systematic reviews in LCA. Other disciplines such as medicine, ecology, and software engineering have both recognized the utility of systematic reviews and created standardized protocols for conducting and reporting systematic reviews. Based largely on the 2009 Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) statement, which updated the preferred format for reporting of such reviews in biomedical research, we provide an introduction to the topic and a checklist to guide the reporting of future LCA reviews in a standardized format. The standardized technique for assessing and reporting reviews of LCA (STARR-LCA) checklist is a starting point for improving the utility of systematic reviews in LCA.",,10.1111/j.1530-9290.2012.00476.x,,26069437,PMC4461004
rayyan-433008590,MOOSE Reporting Guidelines for Meta-analyses of Observational Studies,2021,8,1,JAMA SURGERY,2168-6254,156,8,787-788,"Brooke, Benjamin S. and Schwartz, Todd A. and Pawlik, Timothy M.",,English,AMER MEDICAL ASSOC,"330 N WABASH AVE, STE 39300, CHICAGO, IL 60611-5885 USA",,,10.1001/jamasurg.2021.0522,,NA,
rayyan-433008591,Reporting standards for literature searches and report inclusion criteria: making research syntheses more transparent and easy to replicate.,2015,3,1,Research synthesis methods,1759-2887 (Electronic),6,1,87-95,Atkinson KM and Koenka AC and Sanchez CE and Moshontz H and Cooper H,https://pubmed.ncbi.nlm.nih.gov/26035472/,eng,,England,"A complete description of the literature search, including the criteria used for the inclusion of reports after they have been located, used in a research synthesis or meta-analysis is critical if subsequent researchers are to accurately evaluate and reproduce a synthesis' methods and results. Based on previous guidelines and new suggestions, we present a set of focused and detailed standards for reporting the methods used in a literature search. The guidelines cover five search strategies: reference database searches, journal and bibliography searches, searches of the reference lists of reports, citation searches, and direct contact searches. First, we bring together all the unique recommendations made in existing guidelines for research synthesis. Second, we identify gaps in reporting standards for search strategies. Third, we address these gaps by providing new reporting recommendations. Our hope is to facilitate successful evaluation and replication of research synthesis results.",,10.1002/jrsm.1127,Biostatistics/methods;Databases as Topic/statistics & numerical data;Guidelines as Topic/standards;Humans;Information Storage and Retrieval/*standards/statistics & numerical data;*Meta-Analysis as Topic;Periodicals as Topic/statistics & numerical data,26035472,
rayyan-433008592,REPORTING GUIDELINES FOR META-ANALYSIS IN ECONOMICS,2020,7,1,JOURNAL OF ECONOMIC SURVEYS,0950-0804,34,3,469-475,"Havranek, Tomas and Stanley, T. D. and Doucouliagos, Hristos and Bom, Pedro and Geyer-Klingeberg, Jerome and Iwasaki, Ichiro and Reed, W. Robert and Rost, Katja and van Aert, R. C. M.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Meta-analysis has become the conventional approach to synthesizing the results of empirical economics research. To further improve the transparency and replicability of the reported results and to raise the quality of meta-analyses, the Meta-Analysis of Economics Research Network has updated the reporting guidelines that were published by this Journal in 2013. Future meta-analyses in economics will be expected to follow these updated guidelines or give valid reasons why a meta-analysis should deviate from them.",,10.1111/joes.12363,meta-analysis;meta-regression;reporting standards,NA,
rayyan-433008593,COSMIN guideline for systematic reviews of patient-reported outcome measures,2018,5,1,QUALITY OF LIFE RESEARCH,0962-9343,27,5,1147-1157,"Prinsen, C. A. C. and Mokkink, L. B. and Bouter, L. M. and Alonso, J. and Patrick, D. L. and de Vet, H. C. W. and Terwee, C. B.",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Systematic reviews of patient-reported outcome measures (PROMs) differ from reviews of interventions and diagnostic test accuracy studies and are complex. In fact, conducting a review of one or more PROMs comprises of multiple reviews (i.e., one review for each measurement property of each PROM). In the absence of guidance specifically designed for reviews on measurement properties, our aim was to develop a guideline for conducting systematic reviews of PROMs. Based on literature reviews and expert opinions, and in concordance with existing guidelines, the COnsensus-based Standards for the selection of health Measurement INstruments (COSMIN) steering committee developed a guideline for systematic reviews of PROMs. A consecutive ten-step procedure for conducting a systematic review of PROMs is proposed. Steps 1-4 concern preparing and performing the literature search, and selecting relevant studies. Steps 5-8 concern the evaluation of the quality of the eligible studies, the measurement properties, and the interpretability and feasibility aspects. Steps 9 and 10 concern formulating recommendations and reporting the systematic review. The COSMIN guideline for systematic reviews of PROMs includes methodology to combine the methodological quality of studies on measurement properties with the quality of the PROM itself (i.e., its measurement properties). This enables reviewers to draw transparent conclusions and making evidence-based recommendations on the quality of PROMs, and supports the evidence-based selection of PROMs for use in research and in clinical practice.",,10.1007/s11136-018-1798-3,COSMIN;Systematic review;Measurement properties;PROM;Outcome measurement instrument;Outcome ...,NA,
rayyan-433008594,"How to Do a Systematic Review: A Best Practice Guide for Conducting and Reporting Narrative Reviews, Meta-Analyses, and Meta-Syntheses.",2019,1,4,Annual review of psychology,1545-2085 (Electronic),70,NA,747-770,Siddaway AP and Wood AM and Hedges LV,https://pubmed.ncbi.nlm.nih.gov/30089228/,eng,,United States,"Systematic reviews are characterized by a methodical and replicable methodology and presentation. They involve a comprehensive search to locate all relevant published and unpublished work on a subject; a systematic integration of search results; and a critique of the extent, nature, and quality of evidence in relation to a particular research question. The best reviews synthesize studies to draw broad theoretical conclusions about what a literature means, linking theory to evidence and evidence to theory. This guide describes how to plan, conduct, organize, and present a systematic review of quantitative (meta-analysis) or qualitative (narrative review, meta-synthesis) information. We outline core standards and principles and describe commonly encountered problems. Although this guide targets psychological scientists, its high level of abstraction makes it potentially relevant to any subject area or discipline. We argue that systematic reviews are a key methodology for clarifying whether and how research findings replicate and for explaining possible inconsistencies, and we call for researchers to conduct systematic reviews to help elucidate whether there is a replication crisis.",,10.1146/annurev-psych-010418-102803,Humans;Guidelines as Topic;*Meta-Analysis as Topic;Publication Bias;*Systematic Reviews as Topic;Review Literature as Topic,30089228,
